Request_id,Pickup_point,Driver_id,Status,Request_timestamp,Drop_timestamp,Request_hour,Request_day,Time_slot
3082,City,167.0,Trip Completed,,,,,Late Night
3478,Airport,167.0,Trip Completed,,,,,Late Night
4539,City,167.0,Trip Completed,,,,,Late Night
4791,City,167.0,Trip Completed,,,,,Late Night
5263,City,167.0,Trip Completed,,,,,Late Night
1679,City,168.0,Trip Completed,2016-07-12 07:46:00,2016-07-12 08:24:00,7.0,Tuesday,Early Morning
2276,Airport,168.0,Trip Completed,2016-07-12 18:38:00,2016-07-12 19:46:00,18.0,Tuesday,Evening
2747,Airport,168.0,Trip Completed,,,,,Late Night
3370,City,168.0,Trip Completed,,,,,Late Night
3741,Airport,168.0,Trip Completed,,,,,Late Night
4266,Airport,168.0,Trip Completed,,,,,Late Night
5596,City,168.0,Trip Completed,,,,,Late Night
5961,Airport,168.0,Trip Completed,,,,,Late Night
6418,City,168.0,Trip Completed,,,,,Late Night
759,City,169.0,Trip Completed,2016-07-11 16:16:00,2016-07-11 16:47:00,16.0,Monday,Evening
2524,Airport,169.0,Trip Completed,2016-07-12 21:09:00,2016-07-12 21:55:00,21.0,Tuesday,Night
2769,Airport,169.0,Trip Completed,,,,,Late Night
5071,Airport,169.0,Trip Completed,,,,,Late Night
5287,City,169.0,Trip Completed,,,,,Late Night
33,Airport,170.0,Trip Completed,2016-07-11 02:17:00,2016-07-11 03:31:00,2.0,Monday,Late Night
2692,City,170.0,Trip Completed,,,,,Late Night
2835,City,170.0,Trip Completed,,,,,Late Night
3122,Airport,170.0,Trip Completed,,,,,Late Night
3465,City,170.0,Trip Completed,,,,,Late Night
3857,City,170.0,Trip Completed,,,,,Late Night
4343,Airport,170.0,Trip Completed,,,,,Late Night
4417,City,170.0,Trip Completed,,,,,Late Night
5756,City,170.0,Trip Completed,,,,,Late Night
5907,Airport,170.0,Trip Completed,,,,,Late Night
699,Airport,171.0,Trip Completed,2016-07-11 14:02:00,2016-07-11 15:02:00,14.0,Monday,Day
821,City,171.0,Trip Completed,2016-07-11 17:34:00,2016-07-11 17:57:00,17.0,Monday,Evening
2085,City,171.0,Trip Completed,2016-07-12 15:41:00,2016-07-12 16:27:00,15.0,Tuesday,Day
2346,Airport,171.0,Trip Completed,2016-07-12 19:17:00,2016-07-12 20:04:00,19.0,Tuesday,Evening
2704,City,171.0,Trip Completed,,,,,Late Night
2901,Airport,171.0,Trip Completed,,,,,Late Night
3475,City,171.0,Trip Completed,,,,,Late Night
3743,Airport,171.0,Trip Completed,,,,,Late Night
5209,Airport,171.0,Trip Completed,,,,,Late Night
6674,Airport,171.0,Trip Completed,,,,,Late Night
714,City,172.0,Trip Completed,2016-07-11 14:28:00,2016-07-11 15:34:00,14.0,Monday,Day
792,Airport,172.0,Trip Completed,2016-07-11 17:01:00,2016-07-11 17:44:00,17.0,Monday,Evening
1341,Airport,172.0,Trip Completed,2016-07-11 23:26:00,2016-07-12 00:06:00,23.0,Monday,Night
1745,City,172.0,Trip Completed,2016-07-12 08:22:00,2016-07-12 09:13:00,8.0,Tuesday,Early Morning
1971,City,172.0,Trip Completed,2016-07-12 12:08:00,2016-07-12 13:25:00,12.0,Tuesday,Day
2632,City,172.0,Trip Completed,2016-07-12 22:19:00,2016-07-12 23:21:00,22.0,Tuesday,Night
2935,City,172.0,Trip Completed,,,,,Late Night
3142,Airport,172.0,Trip Completed,,,,,Late Night
4516,City,172.0,Trip Completed,,,,,Late Night
4605,Airport,172.0,Trip Completed,,,,,Late Night
5936,Airport,172.0,Trip Completed,,,,,Late Night
6621,City,172.0,Trip Completed,,,,,Late Night
752,Airport,173.0,Trip Completed,2016-07-11 16:03:00,2016-07-11 17:08:00,16.0,Monday,Evening
1336,City,173.0,Trip Completed,2016-07-11 23:17:00,2016-07-11 23:52:00,23.0,Monday,Night
1836,Airport,173.0,Trip Completed,2016-07-12 09:37:00,2016-07-12 10:19:00,9.0,Tuesday,Early Morning
2447,Airport,173.0,Trip Completed,2016-07-12 20:24:00,2016-07-12 21:36:00,20.0,Tuesday,Night
3517,Airport,173.0,Trip Completed,,,,,Late Night
3831,Airport,173.0,Trip Completed,,,,,Late Night
4136,City,173.0,Trip Completed,,,,,Late Night
4700,Airport,173.0,Trip Completed,,,,,Late Night
5484,City,173.0,Trip Completed,,,,,Late Night
5900,City,173.0,Trip Completed,,,,,Late Night
6634,Airport,173.0,Trip Completed,,,,,Late Night
426,City,174.0,Trip Completed,2016-07-11 08:48:00,2016-07-11 09:53:00,8.0,Monday,Early Morning
1320,City,174.0,Trip Completed,2016-07-11 22:52:00,2016-07-12 00:06:00,22.0,Monday,Night
1588,City,174.0,Trip Completed,2016-07-12 06:32:00,2016-07-12 07:19:00,6.0,Tuesday,Early Morning
2375,Airport,174.0,Trip Completed,2016-07-12 19:38:00,2016-07-12 20:38:00,19.0,Tuesday,Evening
4411,Airport,174.0,Trip Completed,,,,,Late Night
4769,Airport,174.0,Trip Completed,,,,,Late Night
5149,City,174.0,Trip Completed,,,,,Late Night
5659,City,174.0,Trip Completed,,,,,Late Night
545,City,175.0,Trip Completed,2016-07-11 10:06:00,2016-07-11 10:42:00,10.0,Monday,Day
778,City,175.0,Trip Completed,2016-07-11 16:39:00,2016-07-11 17:18:00,16.0,Monday,Evening
1289,City,175.0,Trip Completed,2016-07-11 22:26:00,2016-07-11 22:55:00,22.0,Monday,Night
1654,Airport,175.0,Trip Completed,2016-07-12 07:23:00,2016-07-12 08:06:00,7.0,Tuesday,Early Morning
1945,Airport,175.0,Trip Completed,2016-07-12 11:33:00,2016-07-12 12:44:00,11.0,Tuesday,Day
2460,City,175.0,Trip Completed,2016-07-12 20:29:00,2016-07-12 21:40:00,20.0,Tuesday,Night
2877,Airport,175.0,Trip Completed,,,,,Late Night
3264,City,175.0,Trip Completed,,,,,Late Night
3927,City,175.0,Trip Completed,,,,,Late Night
5774,City,175.0,Trip Completed,,,,,Late Night
923,City,176.0,Trip Completed,2016-07-11 18:26:00,2016-07-11 19:37:00,18.0,Monday,Evening
1439,City,176.0,Trip Completed,2016-07-12 04:45:00,2016-07-12 05:19:00,4.0,Tuesday,Early Morning
2130,City,176.0,Trip Completed,2016-07-12 17:04:00,2016-07-12 17:46:00,17.0,Tuesday,Evening
2797,City,176.0,Trip Completed,,,,,Late Night
3135,Airport,176.0,Trip Completed,,,,,Late Night
3525,Airport,176.0,Trip Completed,,,,,Late Night
3925,Airport,176.0,Trip Completed,,,,,Late Night
4087,City,176.0,Trip Completed,,,,,Late Night
4706,City,176.0,Trip Completed,,,,,Late Night
5448,Airport,176.0,Trip Completed,,,,,Late Night
5645,City,176.0,Trip Completed,,,,,Late Night
5862,City,176.0,Trip Completed,,,,,Late Night
6079,Airport,176.0,Trip Completed,,,,,Late Night
6648,Airport,176.0,Trip Completed,,,,,Late Night
863,City,177.0,Trip Completed,2016-07-11 17:55:00,2016-07-11 18:43:00,17.0,Monday,Evening
1324,City,177.0,Trip Completed,2016-07-11 22:59:00,2016-07-12 00:05:00,22.0,Monday,Night
1666,City,177.0,Trip Completed,2016-07-12 07:37:00,2016-07-12 08:49:00,7.0,Tuesday,Early Morning
1797,Airport,177.0,Trip Completed,2016-07-12 09:15:00,2016-07-12 09:41:00,9.0,Tuesday,Early Morning
2279,Airport,177.0,Trip Completed,2016-07-12 18:38:00,2016-07-12 19:26:00,18.0,Tuesday,Evening
2997,City,177.0,Trip Completed,,,,,Late Night
3343,Airport,177.0,Trip Completed,,,,,Late Night
3625,Airport,177.0,Trip Completed,,,,,Late Night
4310,City,177.0,Trip Completed,,,,,Late Night
4750,Airport,177.0,Trip Completed,,,,,Late Night
5185,Airport,177.0,Trip Completed,,,,,Late Night
5978,Airport,177.0,Trip Completed,,,,,Late Night
6073,City,177.0,Trip Completed,,,,,Late Night
455,City,178.0,Trip Completed,2016-07-11 09:17:00,2016-07-11 10:12:00,9.0,Monday,Early Morning
651,Airport,178.0,Trip Completed,2016-07-11 12:45:00,2016-07-11 13:25:00,12.0,Monday,Day
742,City,178.0,Trip Completed,2016-07-11 15:38:00,2016-07-11 16:25:00,15.0,Monday,Day
828,Airport,178.0,Trip Completed,2016-07-11 17:35:00,2016-07-11 18:07:00,17.0,Monday,Evening
1701,City,178.0,Trip Completed,2016-07-12 07:58:00,2016-07-12 08:47:00,7.0,Tuesday,Early Morning
1985,City,178.0,Trip Completed,2016-07-12 12:24:00,2016-07-12 13:29:00,12.0,Tuesday,Day
2277,City,178.0,Trip Completed,2016-07-12 18:39:00,2016-07-12 19:34:00,18.0,Tuesday,Evening
3108,Airport,178.0,Trip Completed,,,,,Late Night
3880,Airport,178.0,Trip Completed,,,,,Late Night
4252,City,178.0,Trip Completed,,,,,Late Night
4646,Airport,178.0,Trip Completed,,,,,Late Night
5560,Airport,178.0,Trip Completed,,,,,Late Night
483,City,179.0,Trip Completed,2016-07-11 09:26:00,2016-07-11 10:04:00,9.0,Monday,Early Morning
628,Airport,179.0,Trip Completed,2016-07-11 12:19:00,2016-07-11 13:00:00,12.0,Monday,Day
2285,City,179.0,Trip Completed,2016-07-12 18:34:00,2016-07-12 19:14:00,18.0,Tuesday,Evening
4024,Airport,179.0,Trip Completed,,,,,Late Night
2952,City,179.0,Trip Completed,,,,,Late Night
4631,Airport,179.0,Trip Completed,,,,,Late Night
5200,Airport,179.0,Trip Completed,,,,,Late Night
5711,City,179.0,Trip Completed,,,,,Late Night
6399,Airport,179.0,Trip Completed,,,,,Late Night
6453,City,179.0,Trip Completed,,,,,Late Night
788,City,180.0,Trip Completed,2016-07-11 16:53:00,2016-07-11 17:54:00,16.0,Monday,Evening
1550,Airport,180.0,Trip Completed,2016-07-12 06:08:00,2016-07-12 07:14:00,6.0,Tuesday,Early Morning
2069,Airport,180.0,Trip Completed,2016-07-12 15:20:00,2016-07-12 15:55:00,15.0,Tuesday,Day
2593,City,180.0,Trip Completed,2016-07-12 21:43:00,2016-07-12 22:35:00,21.0,Tuesday,Night
2943,City,180.0,Trip Completed,,,,,Late Night
3649,City,180.0,Trip Completed,,,,,Late Night
3942,Airport,180.0,Trip Completed,,,,,Late Night
5512,Airport,180.0,Trip Completed,,,,,Late Night
5752,City,180.0,Trip Completed,,,,,Late Night
6362,City,180.0,Trip Completed,,,,,Late Night
1151,Airport,181.0,Trip Completed,2016-07-11 20:40:00,2016-07-11 21:38:00,20.0,Monday,Night
1812,Airport,181.0,Trip Completed,2016-07-12 09:16:00,2016-07-12 10:09:00,9.0,Tuesday,Early Morning
1946,Airport,181.0,Trip Completed,2016-07-12 11:28:00,2016-07-12 12:32:00,11.0,Tuesday,Day
2646,City,181.0,Trip Completed,2016-07-12 22:46:00,2016-07-12 23:45:00,22.0,Tuesday,Night
3255,Airport,181.0,Trip Completed,,,,,Late Night
3431,Airport,181.0,Trip Completed,,,,,Late Night
3634,City,181.0,Trip Completed,,,,,Late Night
4592,City,181.0,Trip Completed,,,,,Late Night
5705,City,181.0,Trip Completed,,,,,Late Night
6056,Airport,181.0,Trip Completed,,,,,Late Night
325,City,182.0,Trip Completed,2016-07-11 07:34:00,2016-07-11 08:44:00,7.0,Monday,Early Morning
1015,City,182.0,Trip Completed,2016-07-11 19:15:00,2016-07-11 20:11:00,19.0,Monday,Evening
1308,City,182.0,Trip Completed,2016-07-11 22:41:00,2016-07-11 23:54:00,22.0,Monday,Night
1667,City,182.0,Trip Completed,2016-07-12 07:42:00,2016-07-12 08:03:00,7.0,Tuesday,Early Morning
2436,Airport,182.0,Trip Completed,2016-07-12 20:15:00,2016-07-12 20:46:00,20.0,Tuesday,Night
2865,City,182.0,Trip Completed,,,,,Late Night
3397,City,182.0,Trip Completed,,,,,Late Night
4040,Airport,182.0,Trip Completed,,,,,Late Night
4094,City,182.0,Trip Completed,,,,,Late Night
4568,Airport,182.0,Trip Completed,,,,,Late Night
5105,City,182.0,Trip Completed,,,,,Late Night
573,Airport,183.0,Trip Completed,2016-07-11 10:57:00,2016-07-11 11:30:00,10.0,Monday,Day
789,City,183.0,Trip Completed,2016-07-11 16:54:00,2016-07-11 17:36:00,16.0,Monday,Evening
1525,City,183.0,Trip Completed,2016-07-12 05:48:00,2016-07-12 06:46:00,5.0,Tuesday,Early Morning
2786,Airport,183.0,Trip Completed,,,,,Late Night
3143,Airport,183.0,Trip Completed,,,,,Late Night
3917,City,183.0,Trip Completed,,,,,Late Night
4375,City,183.0,Trip Completed,,,,,Late Night
6345,City,183.0,Trip Completed,,,,,Late Night
169,City,184.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:48:00,5.0,Monday,Early Morning
537,City,184.0,Trip Completed,2016-07-11 10:05:00,2016-07-11 10:57:00,10.0,Monday,Day
682,City,184.0,Trip Completed,2016-07-11 13:32:00,2016-07-11 14:19:00,13.0,Monday,Day
1384,City,184.0,Trip Completed,2016-07-12 01:15:00,2016-07-12 02:18:00,1.0,Tuesday,Late Night
2167,Airport,184.0,Trip Completed,2016-07-12 17:30:00,2016-07-12 18:30:00,17.0,Tuesday,Evening
2295,City,184.0,Trip Completed,2016-07-12 18:48:00,2016-07-12 19:12:00,18.0,Tuesday,Evening
3109,City,184.0,Trip Completed,,,,,Late Night
3293,City,184.0,Trip Completed,,,,,Late Night
3444,City,184.0,Trip Completed,,,,,Late Night
3660,Airport,184.0,Trip Completed,,,,,Late Night
4693,City,184.0,Trip Completed,,,,,Late Night
5214,Airport,184.0,Trip Completed,,,,,Late Night
5570,City,184.0,Trip Completed,,,,,Late Night
6003,Airport,184.0,Trip Completed,,,,,Late Night
6663,Airport,184.0,Trip Completed,,,,,Late Night
616,Airport,185.0,Trip Completed,2016-07-11 12:05:00,2016-07-11 12:48:00,12.0,Monday,Day
1056,City,185.0,Trip Completed,2016-07-11 19:49:00,2016-07-11 20:28:00,19.0,Monday,Evening
1903,City,185.0,Trip Completed,2016-07-12 10:36:00,2016-07-12 11:32:00,10.0,Tuesday,Day
2643,City,185.0,Trip Completed,2016-07-12 22:37:00,2016-07-12 23:34:00,22.0,Tuesday,Night
3291,City,185.0,Trip Completed,,,,,Late Night
3965,Airport,185.0,Trip Completed,,,,,Late Night
4007,City,185.0,Trip Completed,,,,,Late Night
4234,City,185.0,Trip Completed,,,,,Late Night
4388,Airport,185.0,Trip Completed,,,,,Late Night
4964,City,185.0,Trip Completed,,,,,Late Night
5544,City,185.0,Trip Completed,,,,,Late Night
6217,City,185.0,Trip Completed,,,,,Late Night
1345,Airport,186.0,Trip Completed,2016-07-11 23:37:00,2016-07-12 00:09:00,23.0,Monday,Night
1874,Airport,186.0,Trip Completed,2016-07-12 09:56:00,2016-07-12 10:42:00,9.0,Tuesday,Early Morning
2413,City,186.0,Trip Completed,2016-07-12 20:02:00,2016-07-12 21:16:00,20.0,Tuesday,Night
3068,City,186.0,Trip Completed,,,,,Late Night
3452,City,186.0,Trip Completed,,,,,Late Night
4031,City,186.0,Trip Completed,,,,,Late Night
4438,Airport,186.0,Trip Completed,,,,,Late Night
5521,Airport,186.0,Trip Completed,,,,,Late Night
5832,City,186.0,Trip Completed,,,,,Late Night
5990,Airport,186.0,Trip Completed,,,,,Late Night
6254,City,186.0,Trip Completed,,,,,Late Night
320,City,187.0,Trip Completed,2016-07-11 07:32:00,2016-07-11 08:44:00,7.0,Monday,Early Morning
717,City,187.0,Trip Completed,2016-07-11 14:52:00,2016-07-11 15:46:00,14.0,Monday,Day
2074,City,187.0,Trip Completed,2016-07-12 15:32:00,2016-07-12 16:24:00,15.0,Tuesday,Day
4576,Airport,187.0,Trip Completed,,,,,Late Night
5503,City,187.0,Trip Completed,,,,,Late Night
173,City,188.0,Trip Completed,2016-07-11 05:45:00,2016-07-11 06:30:00,5.0,Monday,Early Morning
698,City,188.0,Trip Completed,2016-07-11 14:00:00,2016-07-11 14:49:00,14.0,Monday,Day
2039,Airport,188.0,Trip Completed,2016-07-12 14:29:00,2016-07-12 15:18:00,14.0,Tuesday,Day
2467,Airport,188.0,Trip Completed,2016-07-12 20:34:00,2016-07-12 21:41:00,20.0,Tuesday,Night
2676,Airport,188.0,Trip Completed,2016-07-12 23:53:00,,23.0,Tuesday,Night
3038,City,188.0,Trip Completed,,,,,Late Night
4003,Airport,188.0,Trip Completed,,,,,Late Night
4126,City,188.0,Trip Completed,,,,,Late Night
4611,City,188.0,Trip Completed,,,,,Late Night
4975,City,188.0,Trip Completed,,,,,Late Night
5664,City,188.0,Trip Completed,,,,,Late Night
6006,Airport,188.0,Trip Completed,,,,,Late Night
6329,City,188.0,Trip Completed,,,,,Late Night
2779,Airport,189.0,Trip Completed,,,,,Late Night
4216,Airport,189.0,Trip Completed,,,,,Late Night
4711,Airport,189.0,Trip Completed,,,,,Late Night
4825,City,189.0,Trip Completed,,,,,Late Night
6175,City,189.0,Trip Completed,,,,,Late Night
2445,City,190.0,Trip Completed,2016-07-12 20:18:00,2016-07-12 21:04:00,20.0,Tuesday,Night
2714,Airport,190.0,Trip Completed,,,,,Late Night
3089,Airport,190.0,Trip Completed,,,,,Late Night
3462,Airport,190.0,Trip Completed,,,,,Late Night
4462,Airport,190.0,Trip Completed,,,,,Late Night
4698,City,190.0,Trip Completed,,,,,Late Night
5098,Airport,190.0,Trip Completed,,,,,Late Night
6711,City,190.0,Trip Completed,,,,,Late Night
146,Airport,191.0,Trip Completed,2016-07-11 05:29:00,2016-07-11 06:08:00,5.0,Monday,Early Morning
652,Airport,191.0,Trip Completed,2016-07-11 12:43:00,2016-07-11 13:29:00,12.0,Monday,Day
1947,Airport,191.0,Trip Completed,2016-07-12 11:33:00,2016-07-12 12:09:00,11.0,Tuesday,Day
2236,Airport,191.0,Trip Completed,2016-07-12 18:16:00,2016-07-12 19:07:00,18.0,Tuesday,Evening
3393,City,191.0,Trip Completed,,,,,Late Night
4577,Airport,191.0,Trip Completed,,,,,Late Night
4932,City,191.0,Trip Completed,,,,,Late Night
5419,City,191.0,Trip Completed,,,,,Late Night
5766,City,191.0,Trip Completed,,,,,Late Night
6261,Airport,191.0,Trip Completed,,,,,Late Night
800,Airport,192.0,Trip Completed,2016-07-11 17:13:00,2016-07-11 17:56:00,17.0,Monday,Evening
1484,Airport,192.0,Trip Completed,2016-07-12 05:19:00,2016-07-12 05:55:00,5.0,Tuesday,Early Morning
1989,Airport,192.0,Trip Completed,2016-07-12 12:30:00,2016-07-12 13:01:00,12.0,Tuesday,Day
3850,Airport,192.0,Trip Completed,,,,,Late Night
4441,City,192.0,Trip Completed,,,,,Late Night
4783,Airport,192.0,Trip Completed,,,,,Late Night
392,Airport,193.0,Trip Completed,2016-07-11 08:23:00,2016-07-11 09:10:00,8.0,Monday,Early Morning
653,City,193.0,Trip Completed,2016-07-11 12:47:00,2016-07-11 13:53:00,12.0,Monday,Day
1283,City,193.0,Trip Completed,2016-07-11 22:09:00,2016-07-11 23:18:00,22.0,Monday,Night
1860,City,193.0,Trip Completed,2016-07-12 09:55:00,2016-07-12 10:32:00,9.0,Tuesday,Early Morning
1910,Airport,193.0,Trip Completed,2016-07-12 10:41:00,2016-07-12 11:27:00,10.0,Tuesday,Day
2259,Airport,193.0,Trip Completed,2016-07-12 18:30:00,2016-07-12 19:36:00,18.0,Tuesday,Evening
2752,Airport,193.0,Trip Completed,,,,,Late Night
3385,City,193.0,Trip Completed,,,,,Late Night
4915,Airport,193.0,Trip Completed,,,,,Late Night
5957,Airport,193.0,Trip Completed,,,,,Late Night
5992,City,193.0,Trip Completed,,,,,Late Night
6160,Airport,193.0,Trip Completed,,,,,Late Night
21,Airport,194.0,Trip Completed,2016-07-11 01:29:00,2016-07-11 02:05:00,1.0,Monday,Late Night
106,City,194.0,Trip Completed,2016-07-11 05:06:00,2016-07-11 05:38:00,5.0,Monday,Early Morning
512,Airport,194.0,Trip Completed,2016-07-11 09:47:00,2016-07-11 10:55:00,9.0,Monday,Early Morning
760,City,194.0,Trip Completed,2016-07-11 16:16:00,2016-07-11 16:54:00,16.0,Monday,Evening
1098,City,194.0,Trip Completed,2016-07-11 20:15:00,2016-07-11 21:03:00,20.0,Monday,Night
1314,Airport,194.0,Trip Completed,2016-07-11 22:44:00,2016-07-11 23:51:00,22.0,Monday,Night
2746,Airport,194.0,Trip Completed,,,,,Late Night
3140,Airport,194.0,Trip Completed,,,,,Late Night
3314,City,194.0,Trip Completed,,,,,Late Night
4157,Airport,194.0,Trip Completed,,,,,Late Night
5340,Airport,194.0,Trip Completed,,,,,Late Night
6257,Airport,194.0,Trip Completed,,,,,Late Night
564,Airport,195.0,Trip Completed,2016-07-11 10:20:00,2016-07-11 11:23:00,10.0,Monday,Day
1271,Airport,195.0,Trip Completed,2016-07-11 22:00:00,2016-07-11 22:38:00,22.0,Monday,Night
1647,Airport,195.0,Trip Completed,2016-07-12 07:13:00,2016-07-12 07:51:00,7.0,Tuesday,Early Morning
2767,Airport,195.0,Trip Completed,,,,,Late Night
3646,Airport,195.0,Trip Completed,,,,,Late Night
4865,Airport,195.0,Trip Completed,,,,,Late Night
6055,Airport,195.0,Trip Completed,,,,,Late Night
6679,Airport,195.0,Trip Completed,,,,,Late Night
283,Airport,196.0,Trip Completed,2016-07-11 07:01:00,2016-07-11 07:32:00,7.0,Monday,Early Morning
489,City,196.0,Trip Completed,2016-07-11 09:29:00,2016-07-11 10:21:00,9.0,Monday,Early Morning
1559,Airport,196.0,Trip Completed,2016-07-12 06:09:00,2016-07-12 06:53:00,6.0,Tuesday,Early Morning
2545,Airport,196.0,Trip Completed,2016-07-12 21:20:00,2016-07-12 21:53:00,21.0,Tuesday,Night
3333,City,196.0,Trip Completed,,,,,Late Night
4037,Airport,196.0,Trip Completed,,,,,Late Night
4578,Airport,196.0,Trip Completed,,,,,Late Night
4664,City,196.0,Trip Completed,,,,,Late Night
4756,City,196.0,Trip Completed,,,,,Late Night
5843,Airport,196.0,Trip Completed,,,,,Late Night
6045,City,196.0,Trip Completed,,,,,Late Night
6735,Airport,196.0,Trip Completed,,,,,Late Night
335,City,197.0,Trip Completed,2016-07-11 07:39:00,2016-07-11 08:23:00,7.0,Monday,Early Morning
558,City,197.0,Trip Completed,2016-07-11 10:15:00,2016-07-11 11:12:00,10.0,Monday,Day
844,City,197.0,Trip Completed,2016-07-11 17:38:00,2016-07-11 18:48:00,17.0,Monday,Evening
1186,City,197.0,Trip Completed,2016-07-11 21:05:00,2016-07-11 22:16:00,21.0,Monday,Night
1705,City,197.0,Trip Completed,2016-07-12 08:08:00,2016-07-12 09:00:00,8.0,Tuesday,Early Morning
2469,Airport,197.0,Trip Completed,2016-07-12 20:43:00,2016-07-12 21:35:00,20.0,Tuesday,Night
2975,Airport,197.0,Trip Completed,,,,,Late Night
3641,City,197.0,Trip Completed,,,,,Late Night
4476,Airport,197.0,Trip Completed,,,,,Late Night
4969,City,197.0,Trip Completed,,,,,Late Night
5737,City,197.0,Trip Completed,,,,,Late Night
6102,City,197.0,Trip Completed,,,,,Late Night
6721,City,197.0,Trip Completed,,,,,Late Night
11,City,198.0,Trip Completed,2016-07-11 01:00:00,2016-07-11 01:53:00,1.0,Monday,Late Night
519,City,198.0,Trip Completed,2016-07-11 09:43:00,2016-07-11 10:54:00,9.0,Monday,Early Morning
1994,Airport,198.0,Trip Completed,2016-07-12 12:49:00,2016-07-12 13:48:00,12.0,Tuesday,Day
2483,Airport,198.0,Trip Completed,2016-07-12 20:46:00,2016-07-12 21:53:00,20.0,Tuesday,Night
2635,City,198.0,Trip Completed,2016-07-12 22:26:00,2016-07-12 23:33:00,22.0,Tuesday,Night
3545,City,198.0,Trip Completed,,,,,Late Night
4730,City,198.0,Trip Completed,,,,,Late Night
4976,Airport,198.0,Trip Completed,,,,,Late Night
5789,Airport,198.0,Trip Completed,,,,,Late Night
6030,Airport,198.0,Trip Completed,,,,,Late Night
6616,Airport,198.0,Trip Completed,,,,,Late Night
165,Airport,199.0,Trip Completed,2016-07-11 05:39:00,2016-07-11 06:11:00,5.0,Monday,Early Morning
1706,City,199.0,Trip Completed,2016-07-12 08:11:00,2016-07-12 09:12:00,8.0,Tuesday,Early Morning
1821,Airport,199.0,Trip Completed,2016-07-12 09:31:00,2016-07-12 10:36:00,9.0,Tuesday,Early Morning
2629,City,199.0,Trip Completed,2016-07-12 22:13:00,2016-07-12 22:51:00,22.0,Tuesday,Night
5227,Airport,199.0,Trip Completed,,,,,Late Night
5374,City,199.0,Trip Completed,,,,,Late Night
5823,City,199.0,Trip Completed,,,,,Late Night
6007,City,199.0,Trip Completed,,,,,Late Night
6736,Airport,199.0,Trip Completed,,,,,Late Night
590,City,200.0,Trip Completed,2016-07-11 11:20:00,2016-07-11 12:10:00,11.0,Monday,Day
779,Airport,200.0,Trip Completed,2016-07-11 16:40:00,2016-07-11 17:14:00,16.0,Monday,Evening
1085,City,200.0,Trip Completed,2016-07-11 20:03:00,2016-07-11 20:58:00,20.0,Monday,Night
1435,City,200.0,Trip Completed,2016-07-12 04:46:00,2016-07-12 05:55:00,4.0,Tuesday,Early Morning
2007,City,200.0,Trip Completed,2016-07-12 13:24:00,2016-07-12 14:24:00,13.0,Tuesday,Day
2381,City,200.0,Trip Completed,2016-07-12 19:41:00,2016-07-12 20:53:00,19.0,Tuesday,Evening
2912,Airport,200.0,Trip Completed,,,,,Late Night
3453,Airport,200.0,Trip Completed,,,,,Late Night
4180,Airport,200.0,Trip Completed,,,,,Late Night
5122,City,200.0,Trip Completed,,,,,Late Night
5531,Airport,200.0,Trip Completed,,,,,Late Night
6582,City,200.0,Trip Completed,,,,,Late Night
406,Airport,201.0,Trip Completed,2016-07-11 08:36:00,2016-07-11 09:34:00,8.0,Monday,Early Morning
740,Airport,201.0,Trip Completed,2016-07-11 15:35:00,2016-07-11 16:15:00,15.0,Monday,Day
1312,City,201.0,Trip Completed,2016-07-11 22:48:00,2016-07-11 23:37:00,22.0,Monday,Night
1540,Airport,201.0,Trip Completed,2016-07-12 06:04:00,2016-07-12 06:55:00,6.0,Tuesday,Early Morning
1962,City,201.0,Trip Completed,2016-07-12 11:59:00,2016-07-12 13:01:00,11.0,Tuesday,Day
2173,Airport,201.0,Trip Completed,2016-07-12 17:34:00,2016-07-12 18:33:00,17.0,Tuesday,Evening
3375,City,201.0,Trip Completed,,,,,Late Night
3540,City,201.0,Trip Completed,,,,,Late Night
4671,City,201.0,Trip Completed,,,,,Late Night
5336,Airport,201.0,Trip Completed,,,,,Late Night
5734,City,201.0,Trip Completed,,,,,Late Night
197,City,202.0,Trip Completed,2016-07-11 06:00:00,2016-07-11 06:49:00,6.0,Monday,Early Morning
819,Airport,202.0,Trip Completed,2016-07-11 17:29:00,2016-07-11 18:12:00,17.0,Monday,Evening
1527,Airport,202.0,Trip Completed,2016-07-12 05:52:00,2016-07-12 07:07:00,5.0,Tuesday,Early Morning
3229,Airport,202.0,Trip Completed,,,,,Late Night
4638,City,202.0,Trip Completed,,,,,Late Night
5075,City,202.0,Trip Completed,,,,,Late Night
5455,City,202.0,Trip Completed,,,,,Late Night
5738,City,202.0,Trip Completed,,,,,Late Night
6167,Airport,202.0,Trip Completed,,,,,Late Night
220,Airport,203.0,Trip Completed,2016-07-11 06:11:00,2016-07-11 06:55:00,6.0,Monday,Early Morning
909,Airport,203.0,Trip Completed,2016-07-11 18:16:00,2016-07-11 19:07:00,18.0,Monday,Evening
1306,Airport,203.0,Trip Completed,2016-07-11 22:39:00,2016-07-11 23:46:00,22.0,Monday,Night
2998,City,203.0,Trip Completed,,,,,Late Night
3415,City,203.0,Trip Completed,,,,,Late Night
3789,City,203.0,Trip Completed,,,,,Late Night
4227,Airport,203.0,Trip Completed,,,,,Late Night
6490,City,203.0,Trip Completed,,,,,Late Night
6712,Airport,203.0,Trip Completed,,,,,Late Night
